application_id,sector,region,legal_structure,years_in_operation,num_employees,annual_revenue_ghs,total_assets_ghs,current_ratio,debt_to_equity,profit_margin_pct,account_age_months,avg_monthly_transactions,avg_account_balance_ghs,previous_loans,previous_loan_performance,owner_age,owner_education,credit_bureau_score,owner_has_other_businesses,loan_amount_requested_ghs,loan_to_revenue_ratio,loan_purpose,loan_term_months,collateral_type,collateral_coverage_pct,interest_rate_pct,application_date,loan_status
APP000123,Trading,Ashanti,Sole Proprietorship,3,10,788502,1156886,2.74,0.85,9.2,73,105,63613,1,Good,65,Tertiary,477,No,10000,0.01,Equipment Purchase,36,Inventory,82.8,18.9,2024-10-14,Performing
APP000124,Agriculture,Northern,Partnership,5,12,244719,181667,2.65,0.97,37.8,14,115,34138,0,No History,37,Tertiary,512,Yes,33062,0.14,Working Capital,12,Equipment,112.7,25.3,2025-08-23,Performing
APP000125,Trading,Ashanti,Limited Liability,5,12,1161672,751868,2.65,0.56,-0.5,14,58,55821,1,Fair,41,Postgraduate,574,No,403251,0.35,Equipment Purchase,36,Property,121.9,31.8,2024-08-22,Performing
APP000126,Manufacturing,Upper East,Partnership,7,17,93647,104998,4.0,0.57,-2.3,36,33,4792,0,No History,57,Secondary,582,No,88523,0.95,Expansion,48,Equipment,102.2,30.8,2025-03-13,Non-Performing
APP000127,Hospitality,Greater Accra,Partnership,5,9,155816,231409,1.65,1.9,26.4,29,79,12690,0,No History,49,Postgraduate,595,Yes,36876,0.24,Working Capital,48,Property,144.8,25.2,2025-10-11,Performing
APP000128,Transport,Western,Sole Proprietorship,4,10,170625,166503,0.74,1.47,20.7,31,100,16006,0,No History,48,Tertiary,517,No,51063,0.3,Equipment Purchase,36,Personal Guarantee,21.9,22.3,2025-02-08,Performing
APP000129,Agriculture,Ashanti,Sole Proprietorship,14,24,156371,123664,1.68,0.64,12.6,23,43,21225,1,Good,56,Secondary,465,No,87958,0.56,Working Capital,36,Personal Guarantee,26.8,25.5,2025-12-03,Performing
APP000130,Manufacturing,Ashanti,Limited Liability,2,3,36931,39493,0.48,0.94,-5.4,13,118,5577,0,No History,40,Postgraduate,630,No,12718,0.34,Expansion,12,Vehicle,102.8,22.7,2025-06-06,Performing
APP000131,Manufacturing,Western,Partnership,3,3,241679,286128,1.48,2.24,28.9,48,88,25074,0,No History,53,Tertiary,630,No,13396,0.06,Expansion,18,Inventory,61.3,21.4,2025-08-13,Performing
APP000132,Trading,Western,Partnership,2,2,32323,28562,0.45,0.47,7.1,35,52,3215,0,No History,26,Secondary,672,No,28675,0.89,Working Capital,18,Inventory,113.3,24.7,2025-04-02,Performing
APP000133,Agriculture,Greater Accra,Sole Proprietorship,8,8,175137,217746,0.6,2.46,2.8,16,145,11482,1,Excellent,47,Secondary,689,Yes,35907,0.21,Working Capital,24,Inventory,133.6,29.1,2025-02-18,Performing
APP000134,Trading,Greater Accra,Sole Proprietorship,6,1,15000,22164,0.3,1.14,21.7,34,57,1412,0,No History,48,Secondary,653,Yes,360035,24.0,Working Capital,24,Personal Guarantee,16.1,23.2,2024-08-15,Performing
APP000135,Technology,Western,Cooperative,4,11,24700,34759,1.41,0.95,7.7,16,24,3725,2,Excellent,55,Postgraduate,629,No,64257,2.6,Working Capital,36,Property,111.1,23.2,2024-09-03,Performing
APP000136,Trading,Western,Sole Proprietorship,2,6,478096,412322,2.56,0.38,-6.0,18,109,41665,2,Poor,50,Secondary,694,No,35706,0.07,Expansion,24,Inventory,147.7,22.9,2025-05-05,Performing
APP000137,Manufacturing,Upper East,Partnership,5,22,109771,98140,1.16,5.0,8.5,18,46,7166,1,Excellent,44,Postgraduate,741,No,63355,0.58,Working Capital,36,Personal Guarantee,11.0,27.2,2025-05-28,Performing
APP000138,Construction,Eastern,Sole Proprietorship,8,3,59688,55771,1.05,1.77,-1.4,15,61,4803,0,No History,38,Secondary,562,No,10000,0.17,Equipment Purchase,36,Inventory,132.2,27.4,2025-12-14,Performing
APP000139,Trading,Upper East,Partnership,12,6,822681,785740,0.63,0.18,-25.0,23,56,83708,1,Excellent,38,Secondary,685,Yes,24243,0.03,Expansion,36,Property,105.5,19.7,2025-10-07,Performing
APP000140,Retail,Western,Limited Liability,3,22,229087,158135,2.05,1.52,-2.6,35,108,25618,0,No History,38,Secondary,566,No,28325,0.12,Debt Refinancing,36,Property,101.7,23.3,2025-09-30,Performing
APP000141,Retail,Greater Accra,Partnership,4,29,440301,566124,2.29,2.85,1.7,27,82,40459,2,Poor,26,Secondary,638,No,21578,0.05,Working Capital,36,Vehicle,73.1,28.4,2024-12-02,Performing
APP000142,Trading,Greater Accra,Sole Proprietorship,6,3,146652,136211,0.3,1.6,-5.9,31,40,19214,0,No History,62,Secondary,710,Yes,205763,1.4,Working Capital,36,None,0.0,22.7,2025-02-08,Non-Performing
APP000143,Manufacturing,Eastern,Partnership,4,8,5000000,6959189,1.24,2.29,14.9,25,39,550672,0,No History,53,Tertiary,596,Yes,115853,0.02,Working Capital,12,Personal Guarantee,22.5,29.6,2024-08-25,Performing
APP000144,Trading,Western,Limited Liability,2,9,86672,124309,2.0,0.82,-1.3,6,36,10383,0,No History,45,Secondary,539,No,17844,0.21,Equipment Purchase,24,Personal Guarantee,24.7,26.7,2025-05-11,Non-Performing
APP000145,Trading,Greater Accra,Sole Proprietorship,4,10,1452366,903354,0.74,0.73,13.7,63,58,208487,2,Fair,51,Tertiary,580,No,16867,0.01,Expansion,12,None,0.0,31.0,2024-08-07,Non-Performing
APP000146,Agriculture,Ashanti,Limited Liability,2,5,105840,157664,0.3,1.03,-6.8,39,115,15228,0,No History,51,Tertiary,538,No,16993,0.16,Expansion,36,Equipment,98.8,22.8,2025-02-27,Performing
APP000147,Services,Upper East,Partnership,9,26,20115,24922,0.43,1.35,18.9,26,65,1295,3,Good,30,Secondary,528,Yes,49675,2.47,Working Capital,12,Property,128.7,26.8,2025-05-02,Non-Performing
APP000148,Manufacturing,Ashanti,Limited Liability,4,1,377672,403487,2.84,0.84,-7.3,12,138,43357,1,Excellent,49,Tertiary,722,No,73139,0.19,Working Capital,60,Equipment,112.3,26.9,2024-11-01,Performing
APP000149,Agriculture,Ashanti,Partnership,5,4,166215,157999,2.23,1.12,-20.1,30,71,20942,0,No History,57,Tertiary,665,No,90774,0.55,Equipment Purchase,24,Inventory,83.2,28.3,2025-08-23,Performing
APP000150,Trading,Ashanti,Sole Proprietorship,3,11,50702,54082,2.43,0.49,22.8,22,34,2915,2,Excellent,33,Tertiary,558,No,21711,0.43,Working Capital,18,Equipment,143.1,25.4,2025-06-30,Performing
APP000151,Transport,Greater Accra,Sole Proprietorship,5,11,53816,48012,0.33,0.27,-2.3,24,29,7595,1,Excellent,25,Secondary,536,No,50092,0.93,Inventory,24,Property,122.7,28.5,2024-09-18,Non-Performing
APP000152,Trading,Ashanti,Sole Proprietorship,10,28,173802,201683,1.99,0.65,29.1,35,116,10716,1,Good,28,Secondary,542,No,56620,0.33,Working Capital,36,Inventory,139.1,21.5,2025-12-14,Performing
APP000153,Agriculture,Ashanti,Limited Liability,9,24,173342,118510,2.96,4.14,14.8,27,93,23559,2,Good,40,Tertiary,558,No,198181,1.14,Inventory,18,Property,85.3,23.8,2025-04-19,Performing
APP000154,Manufacturing,Greater Accra,Limited Liability,2,5,15000,17385,0.6,3.0,17.5,43,47,890,0,No History,27,Secondary,717,Yes,129859,8.66,Working Capital,24,Personal Guarantee,27.5,18.0,2024-07-15,Performing
APP000155,Healthcare,Eastern,Partnership,0,27,662322,561523,0.91,1.55,20.5,17,32,85448,2,Excellent,39,Secondary,610,Yes,14253,0.02,Inventory,12,Property,92.8,22.9,2025-01-06,Performing
APP000156,Trading,Ashanti,Sole Proprietorship,4,3,98904,60912,1.27,0.33,9.4,9,45,5714,3,Excellent,34,Secondary,801,No,10000,0.1,Expansion,36,None,0.0,20.6,2025-12-11,Performing
APP000157,Construction,Central,Sole Proprietorship,4,18,39506,43355,1.43,1.2,9.5,21,97,3376,2,Fair,41,Secondary,616,No,53583,1.36,Working Capital,18,Personal Guarantee,0.3,25.3,2025-10-31,Non-Performing
APP000158,Construction,Central,Limited Liability,4,45,604164,677027,0.77,1.43,23.4,17,113,34571,1,Fair,35,Primary,571,No,31658,0.05,Equipment Purchase,24,Personal Guarantee,2.3,27.9,2024-09-20,Non-Performing
APP000159,Trading,Greater Accra,Partnership,3,24,174027,171227,2.15,0.79,9.3,28,30,12614,0,No History,41,Secondary,698,No,22903,0.13,Expansion,24,Personal Guarantee,2.7,26.3,2025-10-05,Performing
APP000160,Construction,Western,Sole Proprietorship,2,8,840473,558962,1.6,3.13,-0.7,14,40,132913,0,No History,49,Secondary,478,No,28102,0.03,Working Capital,12,Vehicle,78.6,27.1,2025-05-30,Non-Performing
APP000161,Trading,Ashanti,Partnership,16,5,302807,425143,0.5,0.47,15.0,17,153,16024,2,Good,30,Secondary,636,Yes,106888,0.35,Debt Refinancing,48,Property,76.8,24.4,2024-07-12,Performing
APP000162,Services,Northern,Sole Proprietorship,14,1,146213,168187,2.05,1.9,-17.4,29,99,12980,3,Excellent,45,Secondary,516,No,13310,0.09,Equipment Purchase,24,Vehicle,65.2,23.4,2025-08-14,Performing
APP000163,Services,Greater Accra,Sole Proprietorship,4,10,121949,85869,0.96,0.46,23.8,19,39,14783,1,Fair,31,Tertiary,434,No,380157,3.12,Inventory,18,Personal Guarantee,26.9,19.3,2025-02-08,Non-Performing
APP000164,Services,Western,Partnership,5,2,261422,277064,1.65,0.51,24.1,36,49,13424,2,Good,41,Tertiary,609,No,29216,0.11,Equipment Purchase,36,Property,134.5,18.0,2025-01-30,Performing
APP000165,Agriculture,Western,Sole Proprietorship,9,3,69361,72657,0.54,1.2,22.4,14,134,3681,0,No History,41,Secondary,690,No,112705,1.62,Equipment Purchase,48,Vehicle,128.7,18.0,2025-01-23,Performing
APP000166,Hospitality,Greater Accra,Cooperative,5,2,49731,32542,0.57,0.13,21.9,11,55,2844,1,Good,46,Secondary,638,Yes,30667,0.62,Equipment Purchase,48,Inventory,103.1,21.3,2025-05-19,Performing
APP000167,Trading,Greater Accra,Sole Proprietorship,3,4,372205,426611,0.3,1.48,7.0,31,59,43696,1,Fair,44,Secondary,627,No,13117,0.04,Equipment Purchase,24,Inventory,98.3,27.6,2025-07-21,Performing
APP000168,Trading,Western,Sole Proprietorship,2,7,150531,199828,2.34,0.87,6.7,10,58,22447,0,No History,56,Tertiary,399,Yes,51743,0.34,Inventory,24,Property,98.3,19.1,2025-06-15,Performing
APP000169,Agriculture,Eastern,Sole Proprietorship,5,9,118611,151123,1.92,1.13,-6.8,7,59,16501,2,Excellent,41,Tertiary,606,Yes,17085,0.14,Inventory,48,Personal Guarantee,7.9,20.7,2024-11-08,Performing
APP000170,Services,Greater Accra,Limited Liability,2,4,541390,423731,1.28,0.71,29.0,11,102,85521,0,No History,34,Secondary,607,Yes,69362,0.13,Debt Refinancing,12,None,0.0,22.1,2025-07-17,Performing
APP000171,Construction,Western,Sole Proprietorship,10,21,170360,234426,0.32,3.07,2.2,38,81,18633,1,Good,53,Tertiary,672,No,58384,0.34,Working Capital,36,Personal Guarantee,18.2,29.2,2024-09-12,Performing
APP000172,Agriculture,Ashanti,Partnership,5,6,116002,105363,2.61,2.4,12.1,16,102,18024,0,No History,45,Secondary,530,Yes,29893,0.26,Inventory,18,Equipment,65.3,23.8,2025-12-07,Performing
APP000173,Manufacturing,Western,Sole Proprietorship,7,3,103030,149584,1.63,1.89,11.0,18,50,7891,0,No History,52,Primary,690,Yes,69663,0.68,Working Capital,24,None,0.0,24.5,2025-03-13,Performing
APP000174,Trading,Greater Accra,Sole Proprietorship,4,9,300198,199503,0.77,0.54,-8.1,32,19,27192,0,No History,40,Secondary,576,No,169200,0.56,Working Capital,60,Equipment,119.3,25.6,2024-08-19,Non-Performing
APP000175,Services,Northern,Sole Proprietorship,8,52,222889,231266,1.37,2.05,-12.9,35,54,19508,0,No History,26,Secondary,594,No,53640,0.24,Working Capital,24,Property,106.2,29.6,2025-05-08,Performing
APP000176,Agriculture,Greater Accra,Limited Liability,3,10,335794,381936,0.94,1.63,8.1,32,62,15340,1,Fair,68,Tertiary,664,No,28895,0.09,Working Capital,24,None,0.0,24.3,2025-05-08,Performing
APP000177,Construction,Ashanti,Limited Liability,6,5,97476,80211,1.63,5.0,2.6,31,86,13604,1,Excellent,34,Tertiary,518,Yes,89316,0.92,Inventory,12,Personal Guarantee,24.5,18.0,2024-07-21,Non-Performing
APP000178,Trading,Greater Accra,Sole Proprietorship,4,1,103355,133766,0.46,0.32,6.9,15,60,4440,1,Good,28,Tertiary,690,No,93113,0.9,Inventory,18,Personal Guarantee,29.2,24.5,2024-07-06,Performing
APP000179,Technology,Greater Accra,Partnership,4,5,589504,686304,0.3,1.07,20.8,23,41,75211,1,Poor,50,Tertiary,504,Yes,45030,0.08,Working Capital,12,Property,138.9,29.8,2025-12-20,Performing
APP000180,Agriculture,Ashanti,Limited Liability,9,9,154196,95030,1.53,0.72,10.7,10,28,13699,0,No History,30,Secondary,675,No,236445,1.53,Working Capital,48,Property,124.8,26.6,2025-01-27,Performing
APP000181,Trading,Greater Accra,Sole Proprietorship,3,5,60345,69247,1.7,1.66,17.1,18,188,2459,1,Excellent,37,Tertiary,599,No,44376,0.74,Working Capital,24,Property,99.0,24.9,2024-11-10,Performing
APP000182,Agriculture,Central,Limited Liability,6,1,546445,569576,0.3,0.28,13.3,8,104,40870,3,Good,43,Secondary,606,Yes,265120,0.49,Expansion,12,Personal Guarantee,6.4,25.4,2025-04-22,Performing
APP000183,Technology,Greater Accra,Sole Proprietorship,10,3,29683,23046,0.3,2.16,4.2,37,80,2420,1,Good,40,Primary,359,No,31109,1.05,Equipment Purchase,24,Equipment,119.8,18.0,2024-07-05,Performing
APP000184,Transport,Ashanti,Limited Liability,8,31,417125,624091,1.29,0.28,-4.0,18,73,64973,0,No History,37,Tertiary,569,No,140137,0.34,Expansion,36,Property,78.1,18.0,2024-07-07,Performing
APP000185,Trading,Greater Accra,Limited Liability,3,31,39224,55205,1.56,1.69,11.2,23,54,4680,0,No History,61,Postgraduate,602,Yes,48060,1.23,Debt Refinancing,12,Property,61.8,27.6,2024-08-30,Performing
APP000186,Services,Greater Accra,Limited Liability,7,3,1407866,1215350,0.91,0.95,9.0,16,65,148147,0,No History,40,Secondary,751,No,78319,0.06,Equipment Purchase,18,Vehicle,111.6,29.1,2025-09-07,Performing
APP000187,Hospitality,Greater Accra,Partnership,1,14,21676,23561,0.49,0.6,19.0,39,43,1197,0,No History,31,Secondary,616,Yes,10000,0.46,Expansion,24,Equipment,95.5,21.5,2024-11-12,Performing
APP000188,Services,Ashanti,Sole Proprietorship,9,2,583815,516589,3.53,0.46,6.2,10,71,50752,2,Good,53,Primary,564,Yes,500000,0.86,Debt Refinancing,12,None,0.0,24.8,2025-03-29,Performing
APP000189,Services,Ashanti,Limited Liability,19,30,132810,172380,1.47,0.72,4.4,12,98,5882,0,No History,33,Tertiary,690,No,82202,0.62,Equipment Purchase,24,Equipment,138.8,26.5,2024-10-29,Performing
APP000190,Trading,Ashanti,Sole Proprietorship,6,9,115310,165734,2.32,0.98,5.2,23,63,15151,0,No History,40,Postgraduate,577,No,165506,1.44,Working Capital,60,Personal Guarantee,19.4,30.6,2025-04-21,Performing
APP000191,Agriculture,Ashanti,Sole Proprietorship,11,19,142315,131349,0.39,1.26,-3.0,23,23,8472,0,No History,31,Tertiary,707,No,15098,0.11,Equipment Purchase,24,Inventory,118.3,23.7,2025-04-01,Performing
APP000192,Transport,Ashanti,Limited Liability,2,1,347416,460335,2.56,1.39,25.4,37,88,38678,0,No History,44,Secondary,642,No,71082,0.2,Inventory,36,Vehicle,130.9,27.0,2025-02-02,Performing
APP000193,Transport,Greater Accra,Limited Liability,2,14,54979,57649,1.43,1.08,21.7,25,80,6813,0,No History,42,Postgraduate,543,Yes,50040,0.91,Inventory,36,Property,90.2,32.0,2025-02-19,Performing
APP000194,Services,Ashanti,Limited Liability,4,7,55033,52662,3.3,0.92,-6.6,23,108,4621,0,No History,41,Primary,699,No,20793,0.38,Inventory,18,Personal Guarantee,28.7,22.9,2025-06-18,Non-Performing
APP000195,Trading,Upper East,Sole Proprietorship,4,17,390364,563911,1.65,3.67,17.6,14,67,45247,1,Good,43,Secondary,671,No,216486,0.55,Inventory,36,Property,79.9,24.3,2025-09-28,Performing
APP000196,Trading,Ashanti,Limited Liability,6,18,23074,24443,1.14,2.06,-14.1,39,102,3039,2,Excellent,51,Tertiary,696,Yes,69304,3.0,Debt Refinancing,12,Vehicle,138.5,19.6,2024-12-20,Performing
APP000197,Construction,Western,Limited Liability,3,7,96881,98883,1.0,0.79,19.8,20,28,6015,1,Excellent,50,Tertiary,604,Yes,56717,0.59,Inventory,48,Inventory,142.0,19.8,2025-04-14,Performing
APP000198,Transport,Greater Accra,Sole Proprietorship,5,4,5000000,6025954,0.62,1.17,-0.4,15,41,560516,1,Fair,29,Tertiary,671,Yes,111831,0.02,Debt Refinancing,18,Property,63.5,27.5,2025-10-05,Performing
APP000199,Transport,Eastern,Sole Proprietorship,9,16,50939,42539,1.01,0.62,12.3,14,60,6523,0,No History,33,Tertiary,783,Yes,25471,0.5,Expansion,60,Inventory,116.9,28.8,2024-09-29,Performing
APP000200,Hospitality,Eastern,Sole Proprietorship,7,6,548446,489385,1.67,0.98,-15.2,23,71,45436,1,Fair,53,Tertiary,634,Yes,70353,0.13,Expansion,36,Personal Guarantee,22.5,28.7,2025-12-11,Performing
APP000201,Services,Ashanti,Sole Proprietorship,4,3,72511,104331,1.88,0.36,-6.4,9,106,4314,0,No History,32,Tertiary,586,No,65524,0.9,Property Purchase,18,Property,145.8,19.9,2025-08-10,Performing
APP000202,Agriculture,Upper West,Cooperative,8,2,209856,254067,0.54,1.34,13.6,10,80,15599,0,No History,47,Tertiary,751,Yes,68468,0.33,Debt Refinancing,18,Property,82.6,23.2,2025-01-14,Performing
APP000203,Agriculture,Greater Accra,Partnership,4,1,249833,335768,0.3,4.51,-0.4,10,43,37966,1,Excellent,52,Primary,676,No,167259,0.67,Inventory,12,Inventory,110.6,25.9,2025-01-19,Non-Performing
APP000204,Transport,Greater Accra,Limited Liability,5,4,630802,532397,1.34,1.4,-2.1,50,90,52289,1,Good,25,Secondary,581,No,39164,0.06,Expansion,18,Vehicle,129.6,18.0,2024-10-19,Performing
APP000205,Services,Eastern,Cooperative,8,22,115189,125488,0.3,1.4,24.8,43,49,6096,0,No History,37,Primary,767,No,35243,0.31,Equipment Purchase,36,Equipment,73.4,25.8,2024-11-22,Performing
APP000206,Agriculture,Central,Sole Proprietorship,4,8,1239212,1826916,1.02,1.08,34.5,13,57,61870,3,Good,51,Postgraduate,517,No,32390,0.03,Equipment Purchase,24,Equipment,136.8,31.5,2025-05-13,Performing
APP000207,Agriculture,Greater Accra,Limited Liability,2,4,56169,49812,0.32,0.44,19.2,25,93,3463,0,No History,40,Postgraduate,664,No,31077,0.55,Working Capital,24,Property,96.3,28.5,2024-07-03,Performing
APP000208,Services,Greater Accra,Sole Proprietorship,5,16,194017,144431,1.83,3.91,-5.1,31,47,10729,1,Excellent,37,Primary,717,No,180292,0.93,Equipment Purchase,12,Property,117.6,18.0,2024-07-13,Performing
APP000209,Agriculture,Greater Accra,Limited Liability,8,3,152918,162062,0.76,1.51,29.2,27,91,15200,0,No History,51,Tertiary,711,No,55787,0.36,Working Capital,12,Property,63.8,25.6,2025-12-15,Performing
APP000210,Agriculture,Greater Accra,Sole Proprietorship,9,8,29642,28131,0.84,1.89,-10.7,11,29,2421,0,No History,55,Secondary,543,No,166509,5.62,Inventory,36,Personal Guarantee,6.7,24.9,2024-11-05,Non-Performing
APP000211,Services,Eastern,Limited Liability,2,6,103942,77293,0.3,0.92,4.3,14,44,14652,1,Good,33,Secondary,514,Yes,78513,0.76,Debt Refinancing,36,Property,103.0,25.1,2025-09-21,Performing
APP000212,Construction,Ashanti,Sole Proprietorship,7,16,237076,331834,2.17,1.93,8.7,25,42,34548,1,Excellent,63,Tertiary,639,No,24981,0.11,Working Capital,24,Equipment,86.0,24.4,2025-05-27,Performing
APP000213,Services,Greater Accra,Sole Proprietorship,4,1,87211,130088,1.24,3.89,31.1,10,51,8441,1,Fair,25,Secondary,679,No,13267,0.15,Working Capital,18,None,0.0,22.7,2025-02-26,Non-Performing
APP000214,Trading,Ashanti,Limited Liability,11,3,3349825,3724080,1.27,3.05,19.0,38,51,491162,0,No History,25,Secondary,528,Yes,14016,0.0,Debt Refinancing,18,None,0.0,18.0,2025-07-31,Performing
APP000215,Construction,Greater Accra,Sole Proprietorship,2,1,71394,92612,0.34,0.0,2.4,11,43,6714,0,No History,36,Tertiary,645,No,24566,0.34,Expansion,24,Property,146.2,25.2,2024-07-28,Performing
APP000216,Trading,Greater Accra,Partnership,7,5,737203,1012278,0.3,2.92,-3.3,24,62,86278,0,No History,37,Primary,496,No,165996,0.23,Expansion,24,Inventory,131.5,26.5,2025-08-13,Performing
APP000217,Trading,Western,Sole Proprietorship,4,24,500349,615871,0.54,0.54,20.0,34,27,29772,0,No History,38,Tertiary,710,No,219870,0.44,Expansion,24,Vehicle,137.8,21.8,2025-10-06,Performing
APP000218,Construction,Upper West,Limited Liability,3,4,192083,122883,0.75,0.57,1.6,36,26,8895,1,Excellent,35,Secondary,571,Yes,65706,0.34,Working Capital,48,Property,102.0,29.0,2024-11-29,Performing
APP000219,Services,Central,Sole Proprietorship,9,4,51864,38476,0.52,0.52,10.6,36,85,3070,3,Fair,33,Tertiary,606,No,151283,2.92,Working Capital,24,Personal Guarantee,14.2,18.0,2024-12-10,Performing
APP000220,Hospitality,Greater Accra,Sole Proprietorship,9,17,55026,36531,3.31,1.7,-8.4,15,37,3864,0,No History,39,Tertiary,693,No,34372,0.62,Property Purchase,18,None,0.0,18.0,2024-08-25,Performing
APP000221,Services,Northern,Sole Proprietorship,1,21,78674,47903,2.21,1.39,14.8,16,54,10236,3,Good,34,Tertiary,685,No,31957,0.41,Inventory,18,Equipment,132.5,24.3,2025-10-06,Performing
APP000222,Services,Eastern,Partnership,9,6,17184,15042,1.04,1.99,13.9,26,72,1045,3,Fair,50,Secondary,660,No,129414,7.53,Working Capital,24,Equipment,94.9,21.3,2025-09-10,Performing
APP000223,Agriculture,Eastern,Sole Proprietorship,5,14,34172,32570,0.57,1.27,-6.9,31,144,1902,1,Fair,42,Secondary,707,No,70704,2.07,Working Capital,36,Vehicle,103.3,27.9,2025-02-15,Performing
APP000224,Trading,Ashanti,Sole Proprietorship,5,2,30222,24689,0.4,0.54,20.4,30,69,4572,1,Excellent,39,Postgraduate,654,No,124677,4.13,Expansion,48,Personal Guarantee,15.9,22.3,2025-01-20,Performing
APP000225,Trading,Ashanti,Sole Proprietorship,2,29,900189,592454,1.01,2.12,14.7,32,116,110413,1,Good,41,Secondary,743,No,63021,0.07,Working Capital,18,Personal Guarantee,18.2,29.4,2025-02-16,Performing
APP000226,Trading,Greater Accra,Sole Proprietorship,7,63,376045,404954,1.3,0.99,16.9,28,79,36399,0,No History,55,Secondary,474,Yes,41135,0.11,Working Capital,12,Property,118.5,21.1,2025-02-12,Performing
APP000227,Retail,Greater Accra,Partnership,17,12,397073,335918,0.72,2.16,3.5,25,164,20408,0,No History,36,Tertiary,614,No,48255,0.12,Working Capital,48,Personal Guarantee,20.4,24.6,2025-02-17,Performing
APP000228,Trading,Greater Accra,Limited Liability,3,1,362909,477745,1.44,1.52,10.1,15,110,51611,0,No History,26,Primary,611,Yes,81400,0.22,Working Capital,18,Personal Guarantee,13.3,18.0,2024-09-17,Performing
